src_ip,dst_ip,src_port, Destination Port,protocol,timestamp, Flow Duration,flow_byts_s,flow_pkts_s,fwd_pkts_s, Bwd Packets/s,tot_fwd_pkts,tot_bwd_pkts,Total Length of Fwd Packets,totlen_bwd_pkts,fwd_pkt_len_max, Fwd Packet Length Min, Fwd Packet Length Mean,fwd_pkt_len_std,bwd_pkt_len_max, Bwd Packet Length Min,bwd_pkt_len_mean, Bwd Packet Length Std,pkt_len_max, Min Packet Length,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min, act_data_pkt_fwd, Flow IAT Mean, Flow IAT Max,flow_iat_min,flow_iat_std,Fwd IAT Total,fwd_iat_max,fwd_iat_min,fwd_iat_mean, Fwd IAT Std,Bwd IAT Total, Bwd IAT Max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt, PSH Flag Count, ACK Flag Count, URG Flag Count,ece_flag_cnt, Down/Up Ratio,pkt_size_avg,Init_Win_bytes_forward, Init_Win_bytes_backward,active_max,active_min,active_mean,active_std,idle_max, Idle Min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg, min_seg_size_forward,bwd_seg_size_avg,cwe_flag_count, Subflow Fwd Bytes,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
49.27.144.11,127.0.0.1,1185,0,6,2024-05-30 17:48:24,50.54473876953125,2136720.9056603773,39568.90566037736,39568.90566037736,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
50.67.174.196,127.0.0.1,1186,0,6,2024-05-30 17:48:25,20.503997802734375,5267265.488372093,97541.95348837209,97541.95348837209,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
111.246.122.18,127.0.0.1,1187,0,6,2024-05-30 17:48:26,20.742416381835938,5206722.206896552,96420.7816091954,96420.7816091954,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
132.25.74.72,127.0.0.1,1188,0,6,2024-05-30 17:48:27,40.76957702636719,2649034.1052631577,49056.18713450292,49056.18713450292,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
158.70.67.150,127.0.0.1,1189,0,6,2024-05-30 17:48:28,21.219253540039062,5089717.213483146,94254.02247191011,94254.02247191011,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
13.138.50.248,127.0.0.1,1190,0,6,2024-05-30 17:48:29,20.503997802734375,5267265.488372093,97541.95348837209,97541.95348837209,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
20.49.142.229,127.0.0.1,1191,0,6,2024-05-30 17:48:30,19.550323486328125,5524205.268292683,102300.09756097561,102300.09756097561,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
215.224.200.118,127.0.0.1,1192,0,6,2024-05-30 17:48:31,30.517578125,3538944.0,65536.0,65536.0,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
193.110.74.170,127.0.0.1,1193,0,6,2024-05-30 17:48:32,20.265579223632812,5329233.3176470585,98689.50588235294,98689.50588235294,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
45.77.63.214,127.0.0.1,1194,0,6,2024-05-30 17:48:33,20.02716064453125,5392676.571428572,99864.38095238095,99864.38095238095,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
45.142.150.27,127.0.0.1,1195,0,6,2024-05-30 17:48:34,61.03515625,1769472.0,32768.0,32768.0,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
77.129.129.11,127.0.0.1,1196,0,6,2024-05-30 17:48:35,19.311904907226562,5592405.333333333,103563.06172839506,103563.06172839506,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
225.215.125.80,127.0.0.1,1197,0,6,2024-05-30 17:48:36,30.755996704101562,7023020.651162791,130055.93798449612,65027.96899224806,65027.96899224806,2,2,108,108,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,40,40,20,0,10.251998901367188,20.265579223632812,0.2384185791015625,8.17605409597504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,2,2,108,108,Bot
243.139.74.168,127.0.0.1,1198,0,6,2024-05-30 17:48:37,20.503997802734375,5267265.488372093,97541.95348837209,97541.95348837209,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
15.205.143.248,127.0.0.1,1199,0,6,2024-05-30 17:48:38,31.232833862304688,3457899.4809160307,64035.17557251908,64035.17557251908,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
172.18.165.114,172.18.165.114,46968,5000,6,2024-05-30 17:48:38,18774.032592773438,396931.23803718376,1704.4819668800162,852.2409834400081,852.2409834400081,16,16,6038,1414,2315.0,66.0,377.375,736.3071603447844,196.0,66.0,88.375,41.56903144168745,2315,66,232.875,541.1269346234764,292818.359375,320,320,20,4,605.6139546055948,17896.652221679688,0.2384185791015625,3157.9523495735734,18761.873245239258,17938.13705444336,0.2384185791015625,1250.7915496826172,4461.510551177622,18758.773803710938,17896.652221679688,0.2384185791015625,1250.5849202473958,4450.437539611984,0,0,0,0,1,0,0,0,0,0,0,1.0,232.875,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4966.0,4.0,342.0,6.0,416578273.28,1037953.6671490594,377.375,88.375,0,16,16,6038,1414,Benign
127.0.0.1,127.0.0.1,33300,6379,6,2024-05-30 17:48:38,420.3319549560547,18566278.17129892,47581.440726035165,28548.8644356211,19032.57629041407,12,8,7252,552,3288.0,66.0,604.3333333333334,1200.1757741634717,74.0,66.0,69.0,3.3166247903554,3288,66,390.2,965.9384866543005,933037.1600000004,240,160,20,2,22.1227344713713,121.11663818359375,0.2384185791015625,35.175349141244006,420.3319549560547,171.18453979492188,0.476837158203125,38.21199590509588,53.1358029428085,397.9206085205078,166.41616821289062,0.2384185791015625,56.8458012172154,66.34218986732286,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,390.2,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.3333333333334,69.0,0,12,8,7252,552,Benign
172.18.165.114,172.18.165.114,46980,5000,6,2024-05-30 17:48:38,23742.4373626709,298115.9807597682,1347.7975959752166,673.8987979876083,673.8987979876083,16,16,5664,1414,2128.0,66.0,354.0,674.825162542121,196.0,66.0,88.375,41.56903144168745,2128,66,221.1875,496.1830834921219,246197.65234375,320,320,20,4,765.8850762151902,23091.07780456543,0.2384185791015625,4076.455470939858,23733.61587524414,23127.55584716797,0.2384185791015625,1582.2410583496094,5758.983975725951,23726.224899291992,23091.07780456543,0.2384185791015625,1581.748326619466,5749.270860285279,0,0,0,0,1,0,0,0,0,0,0,1.0,221.1875,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4592.0,4.0,342.0,6.0,321004066.1333333,2166845.8731117826,354.0,88.375,0,16,16,5664,1414,Benign
127.0.0.1,127.0.0.1,33316,6379,6,2024-05-30 17:48:38,546.2169647216797,13602653.304233959,36615.48668703623,21969.292012221737,14646.194674814491,12,8,6878,552,3101.0,66.0,573.1666666666666,1130.4852080215626,74.0,66.0,69.0,3.3166247903554,3101,66,371.5,909.8388044043846,827806.65,240,160,20,2,28.748261301141035,145.19691467285156,0.2384185791015625,47.98706810352281,546.2169647216797,152.587890625,0.476837158203125,49.65608770197088,61.49620525856156,521.1830139160156,319.0040588378906,0.2384185791015625,74.45471627371651,108.68396371032928,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,371.5,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.1666666666666,69.0,0,12,8,6878,552,Benign
172.18.165.114,172.18.165.114,46988,5000,6,2024-05-30 17:48:38,65.08827209472656,11184810.666666666,107546.2564102564,76818.75457875458,30727.50183150183,5,2,580,148,300.0,66.0,116.0,92.0695389366103,74.0,74.0,74.0,0.0,300,66,104.0,80.09280331501166,6414.857142857143,100,40,20,1,10.848045349121094,36.716461181640625,0.476837158203125,12.416664721463109,65.08827209472656,36.716461181640625,0.476837158203125,16.27206802368164,14.625745906252336,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.4,104.0,65495,65483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,74.0,0,5,2,580,148,Benign
6.6.38.42,127.0.0.1,1200,0,6,2024-05-30 17:48:39,20.9808349609375,5147554.909090909,95325.09090909091,95325.09090909091,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
211.174.1.6,127.0.0.1,1201,0,6,2024-05-30 17:48:40,23.126602172851562,4669946.721649485,86480.49484536082,86480.49484536082,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
247.237.89.74,127.0.0.1,1202,0,6,2024-05-30 17:48:41,37.19329833984375,2903748.923076923,53773.1282051282,53773.1282051282,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
99.99.232.111,127.0.0.1,1203,0,6,2024-05-30 17:48:42,19.788742065429688,5457648.578313253,101067.56626506025,101067.56626506025,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
231.7.37.155,127.0.0.1,1204,0,6,2024-05-30 17:48:43,31.232833862304688,6915798.961832061,128070.35114503816,64035.17557251908,64035.17557251908,2,2,108,108,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,40,40,20,0,10.410944620768229,20.02716064453125,0.476837158203125,7.984550846485398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,2,2,108,108,Bot
249.131.170.217,127.0.0.1,1205,0,6,2024-05-30 17:48:44,4.291534423828125,25165824.0,466033.77777777775,466033.77777777775,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
172.18.165.114,172.18.165.114,56026,5000,6,2024-05-30 17:48:44,23867.60711669922,315155.1792863707,1340.7292923642467,670.3646461821234,670.3646461821234,16,16,6108,1414,2350.0,66.0,381.75,747.8211266740195,196.0,66.0,88.375,41.56903144168745,2350,66,235.0625,549.5447512202715,301999.43359375,320,320,20,4,769.9228102161038,22306.442260742188,0.2384185791015625,3937.296516670037,23795.604705810547,22353.410720825195,0.2384185791015625,1586.3736470540364,5558.197954048073,23853.778839111328,22306.442260742188,0.2384185791015625,1590.2519226074219,5544.970848771361,0,0,0,0,1,0,0,0,0,0,0,1.0,235.0625,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.0,4.0,342.0,6.0,193784540.7706422,1899936.3814569537,381.75,88.375,0,16,16,6108,1414,Benign
127.0.0.1,127.0.0.1,56542,6379,6,2024-05-30 17:48:44,613.6894226074219,12830594.287490288,32589.77466977467,19553.864801864802,13035.909867909868,12,8,7322,552,3323.0,66.0,610.1666666666666,1213.2194658107917,74.0,66.0,69.0,3.3166247903554,3323,66,393.7,976.4384312387544,953432.0099999998,240,160,20,2,32.29944329512747,310.8978271484375,0.2384185791015625,72.09029408905594,613.6894226074219,310.8978271484375,0.2384185791015625,55.789947509765625,89.718852661379,586.7481231689453,402.68898010253906,0.476837158203125,83.82116045270648,138.98590025737153,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,393.7,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.1666666666666,69.0,0,12,8,7322,552,Benign
172.18.165.114,172.18.165.114,56038,5000,6,2024-05-30 17:48:44,88.93013000488281,59507390.79892761,157426.95978552278,89958.26273458445,67468.69705093834,8,6,4880,412,2000.0,66.0,610.0,807.9962871201823,74.0,66.0,68.66666666666667,3.7712361663282534,2000,66,378.0,666.958126764449,444833.14285714284,160,120,20,4,6.840779231144832,44.10743713378906,0.2384185791015625,11.46141928089862,87.02278137207031,44.10743713378906,0.476837158203125,12.431825910295759,15.001397774879724,72.24082946777344,60.08148193359375,0.2384185791015625,14.448165893554688,23.203211655609476,0,0,0,0,1,0,0,0,0,0,0,0.75,378.0,65495,495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4336.0,4.0,0.0,0.0,293330679.7419355,0.0,610.0,68.66666666666667,0,8,6,4880,412,Benign
110.168.215.42,127.0.0.1,1206,0,6,2024-05-30 17:48:45,4.5299530029296875,23841306.94736842,441505.6842105263,441505.6842105263,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
63.3.42.57,127.0.0.1,1207,0,6,2024-05-30 17:48:46,4.0531158447265625,26646166.588235293,493447.5294117647,493447.5294117647,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
127.0.0.1,127.0.0.1,56550,6379,6,2024-05-30 17:48:46,130.8917999267578,48650870.44080146,61119.1839708561,45839.38797814208,15279.795992714025,6,2,6220,148,2970.0,66.0,1036.6666666666667,1367.077011567218,74.0,74.0,74.0,0.0,2970,66,796.0,1255.1637343390703,1575436.0,120,40,20,2,18.698828560965403,104.66575622558594,0.2384185791015625,35.28706748189314,130.8917999267578,104.66575622558594,0.2384185791015625,26.178359985351562,39.819014878764996,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,796.0,65495,65483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.6666666666667,74.0,0,6,2,6220,148,Benign
172.18.165.114,172.18.165.114,56090,5000,6,2024-05-30 17:48:46,19946.813583374023,341708.7130989804,1604.2662586806593,802.1331293403297,802.1331293403297,16,16,5408,1408,2000.0,66.0,338.0,632.7819529664228,196.0,66.0,88.0,41.56621224023185,2000,66,213.0,465.50550480096365,216695.375,320,320,20,4,643.4455994636781,18961.429595947266,0.2384185791015625,3345.5902949317847,19936.800003051758,18994.09294128418,0.2384185791015625,1329.1200002034504,4723.152987228372,19932.74688720703,18961.429595947266,0.2384185791015625,1328.8497924804688,4714.231990164181,0,0,0,0,1,0,0,0,0,0,0,1.0,213.0,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4336.0,4.0,336.0,6.0,324758966.85714287,872083.0099009901,338.0,88.0,0,16,16,5408,1408,Benign
127.0.0.1,127.0.0.1,56578,6379,6,2024-05-30 17:48:46,351.19056701660156,20410570.992532246,56949.137813985064,34169.482688391035,22779.655125594025,12,8,6616,552,2970.0,66.0,551.3333333333334,1081.664560860816,74.0,66.0,69.0,3.3166247903554,2970,66,358.4,870.5390513928711,757838.2399999999,240,160,20,2,18.483714053505345,82.73124694824219,0.2384185791015625,26.45924667599974,351.19056701660156,130.17654418945312,0.476837158203125,31.926415183327414,43.20091239016205,334.9781036376953,153.54156494140625,0.2384185791015625,47.85401480538504,58.65466905435266,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,358.4,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.3333333333334,69.0,0,12,8,6616,552,Benign
172.18.165.114,172.18.165.114,56096,5000,6,2024-05-30 17:48:47,18982.1720123291,413651.29316603235,1685.7923307836265,842.8961653918133,842.8961653918133,16,16,6438,1414,2515.0,66.0,402.375,802.1249805204922,196.0,66.0,88.375,41.56903144168745,2515,66,245.375,589.249721573969,347215.234375,320,320,20,4,612.328129429971,17866.37306213379,0.2384185791015625,3151.448928172561,18972.158432006836,17899.99008178711,0.2384185791015625,1264.810562133789,4447.992492425733,18968.34373474121,17866.37306213379,0.2384185791015625,1264.5562489827473,4438.927437783362,0,0,0,0,1,0,0,0,0,0,0,1.0,245.375,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5366.0,4.0,342.0,6.0,459319087.02040815,576548.2186495176,402.375,88.375,0,16,16,6438,1414,Benign
127.0.0.1,127.0.0.1,56590,6379,6,2024-05-30 17:48:47,380.9928894042969,21533210.27284105,52494.41802252816,31496.650813516895,20997.767209011265,12,8,7652,552,3488.0,66.0,637.6666666666666,1274.711165541259,74.0,66.0,69.0,3.3166247903554,3488,66,410.2,1025.9381852723877,1052549.1600000004,240,160,20,2,20.052257337068255,88.69171142578125,0.2384185791015625,30.343354318112524,380.9928894042969,140.19012451171875,0.2384185791015625,34.635717218572445,46.163525080082444,358.34312438964844,167.60826110839844,0.2384185791015625,51.19187491280692,62.10030424208833,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,410.2,65495,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.6666666666666,69.0,0,12,8,7652,552,Benign
92.246.129.11,127.0.0.1,1208,0,6,2024-05-30 17:48:47,5.7220458984375,18874368.0,349525.3333333333,349525.3333333333,0.0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,2,0,108,0,Bot
172.18.165.114,172.18.165.114,56102,5000,6,2024-05-30 17:48:47,112.77198791503906,56751682.02959831,124144.3044397463,70939.60253699789,53204.70190274841,8,6,5988,412,2554.0,66.0,748.5,1046.630187793186,74.0,66.0,68.66666666666667,3.7712361663282534,2554,66,457.14285714285717,859.7407297836828,739154.1224489795,160,120,20,4,8.67476830115685,51.25999450683594,0.2384185791015625,13.296483998439157,108.48045349121094,51.25999450683594,0.476837158203125,15.497207641601562,17.825675623434776,95.84426879882812,77.48603820800781,0.2384185791015625,19.168853759765625,29.82142789696858,0,0,0,0,1,0,0,0,0,0,0,0.75,457.14285714285717,65495,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5444.0,4.0,0.0,0.0,177006131.5968992,0.0,748.5,68.66666666666667,0,8,6,5988,412,Benign
